INFO 2017-06-04 14:09:28  Charment de EntityManager
INFO 2017-06-04 14:09:28  Charment de ModelManager
INFO 2017-06-04 14:09:28  Charment de GridManager
INFO 2017-06-04 14:09:28  Charment de AddManager
INFO 2017-06-04 14:09:28  Charment de AppManager
INFO 2017-06-04 14:09:28  Charment de DataWsManager
INFO 2017-06-04 14:09:28  Charment de TransactionManager
INFO 2017-06-04 14:09:28  Charment de PersistanceManager
INFO 2017-06-04 14:09:28  Charment de JasperReportManager
INFO 2017-06-04 14:09:31  Charment de LoadAllTableAndView
INFO 2017-06-04 14:09:31  buildModel
INFO 2017-06-04 14:09:31  buildGrid
INFO 2017-06-04 14:09:31  buildApp
INFO 2017-06-04 14:09:33  buildDal
INFO 2017-06-04 14:09:34  DosetJavaClass
INFO 2017-06-04 14:09:34  buildDal
INFO 2017-06-04 14:09:34  buildDataWs
INFO 2017-06-04 14:09:34  buildDataWs
INFO 2017-06-04 14:09:34  buildAdd
INFO 2017-06-04 14:09:34  initMenuConfig
INFO 2017-06-04 14:09:34             idCoffreCaisse String false  null
INFO 2017-06-04 14:09:34             lgUSERID TUser true TUser 82
INFO 2017-06-04 14:09:34             intAMOUNT Double false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             ldCREATEDBY String false  null
INFO 2017-06-04 14:09:34             ldUPDATEDBY String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34  t_compte_client  - TCompteClient - lg_COMPTE_CLIENT_ID strLASTNAME
INFO 2017-06-04 14:09:34             lgCOMPTECLIENTID String false  null
INFO 2017-06-04 14:09:34             strCODECOMPTECLIENT String false  null
INFO 2017-06-04 14:09:34             dblQUOTACONSOMENSUELLE Double false  null
INFO 2017-06-04 14:09:34             dblCAUTION Double false  null
INFO 2017-06-04 14:09:34             decBalance Double false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             lgCLIENTID TClient true TClient 6
INFO 2017-06-04 14:09:34             intCOUNTERTRANSACTION Integer false  null
INFO 2017-06-04 14:09:34             decbalanceDisponible Integer false  null
INFO 2017-06-04 14:09:34             decBalanceInDisponible Integer false  null
INFO 2017-06-04 14:09:34             dtEffective Date false  null
INFO 2017-06-04 14:09:34             strLASTNAME String false  null
INFO 2017-06-04 14:09:34             strFIRSTNAME String false  null
INFO 2017-06-04 14:09:34             strEMAIL String false  null
INFO 2017-06-04 14:09:34             strPHONE String false  null
INFO 2017-06-04 14:09:34             strCIVILITE String false  null
INFO 2017-06-04 14:09:34             intCOUNTRYID Integer false  null
INFO 2017-06-04 14:09:34             intNATIONALITY Integer false  null
INFO 2017-06-04 14:09:34             dtNAISSANCE Date false  null
INFO 2017-06-04 14:09:34             strPASSWORD String false  null
INFO 2017-06-04 14:09:34  t_concerner  - TConcerner - lg_CONCERNER_ID strLASTNAME
INFO 2017-06-04 14:09:34             lgCONCERNERID String false  null
INFO 2017-06-04 14:09:34             lgORDERID TOrder true TOrder 32
INFO 2017-06-04 14:09:34             strLASTNAME String false  null
INFO 2017-06-04 14:09:34             strFIRSTNAME String false  null
INFO 2017-06-04 14:09:34             strEMAIL String false  null
INFO 2017-06-04 14:09:34             strPHONE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strCIVILITE String false  null
INFO 2017-06-04 14:09:34             intNATIONALITEORIGINE TCountrys true TCountrys 16
INFO 2017-06-04 14:09:34             intNATIONALITEACTUELLE TCountrys true TCountrys 16
INFO 2017-06-04 14:09:34             strNOMJEUNEFILLE String false  null
INFO 2017-06-04 14:09:34             strCONJOINT String false  null
INFO 2017-06-04 14:09:34             dtNAISSANCE Date false  null
INFO 2017-06-04 14:09:34             strNAISSANCE String false  null
INFO 2017-06-04 14:09:34             strSEXE String false  null
INFO 2017-06-04 14:09:34             strSITUATIONMATRIMONIALE String false  null
INFO 2017-06-04 14:09:34             intPAYSNAISSANCE String false  null
INFO 2017-06-04 14:09:34             strPROFFESION String false  null
INFO 2017-06-04 14:09:34             strRESIDENCEACTUELLE String false  null
INFO 2017-06-04 14:09:34             strPicture String false  null
INFO 2017-06-04 14:09:34  t_concerner_passeport  - TConcernerPasseport - lg_CONCERNER_ID strLASTNAME
INFO 2017-06-04 14:09:34             lgCONCERNERID String false  null
INFO 2017-06-04 14:09:34             lgORDERID TOrder true TOrder 32
INFO 2017-06-04 14:09:34             strLASTNAME String false  null
INFO 2017-06-04 14:09:34             strFIRSTNAME String false  null
INFO 2017-06-04 14:09:34             strEMAIL String false  null
INFO 2017-06-04 14:09:34             strPHONE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strCIVILITE String false  null
INFO 2017-06-04 14:09:34             intNATIONALITEORIGINE TCountrys true TCountrys 16
INFO 2017-06-04 14:09:34             intNATIONALITEACTUELLE TCountrys true TCountrys 16
INFO 2017-06-04 14:09:34             strNOMJEUNEFILLE String false  null
INFO 2017-06-04 14:09:34             strCONJOINT String false  null
INFO 2017-06-04 14:09:34             dtNAISSANCE Date false  null
INFO 2017-06-04 14:09:34             strNAISSANCE String false  null
INFO 2017-06-04 14:09:34             strSEXE String false  null
INFO 2017-06-04 14:09:34             strSITUATIONMATRIMONIALE String false  null
INFO 2017-06-04 14:09:34             intPAYSNAISSANCE String false  null
INFO 2017-06-04 14:09:34             strPROFFESION String false  null
INFO 2017-06-04 14:09:34             strRESIDENCEACTUELLE String false  null
INFO 2017-06-04 14:09:34             strPicture String false  null
INFO 2017-06-04 14:09:34  t_condition  - TCondition - lg_CONDITION_ID null
INFO 2017-06-04 14:09:34             lgCONDITIONID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_condition_passeport  - TConditionPasseport - lg_CONDITION_ID null
INFO 2017-06-04 14:09:34             lgCONDITIONID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_countrys  - TCountrys - int_COUNTRY_ID null
INFO 2017-06-04 14:09:34             intCOUNTRYID String false  null
INFO 2017-06-04 14:09:34             strCOUNTRYNAME String false  null
INFO 2017-06-04 14:09:34             a2 String false  null
INFO 2017-06-04 14:09:34             a3 String false  null
INFO 2017-06-04 14:09:34             number String false  null
INFO 2017-06-04 14:09:34             idd String false  null
INFO 2017-06-04 14:09:34             published Boolean false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34  t_demande_visa  - TDemandeVisa - lg_DEMANDE_VISA_ID null
INFO 2017-06-04 14:09:34             lgDEMANDEVISAID String false  null
INFO 2017-06-04 14:09:34             lgORDERID TOrder true TOrder 32
INFO 2017-06-04 14:09:34             strNUMPASSPORT String false  null
INFO 2017-06-04 14:09:34             lgTYPEPASSEPORTID TTypePasseport true TTypePasseport 76
INFO 2017-06-04 14:09:34             lgNATUREPASSEPORTID TNaturePasseport true TNaturePasseport 30
INFO 2017-06-04 14:09:34             lgMOTIFVOYAGEID TMotifVoyage true TMotifVoyage 29
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             lgDUREEVISASOLLICITEID TDureeVisaSollicite true TDureeVisaSollicite 21
INFO 2017-06-04 14:09:34             strADRESSE String false  null
INFO 2017-06-04 14:09:34             lgDUREESEJOURID TDureeVoyageSejour true TDureeVoyageSejour 22
INFO 2017-06-04 14:09:34             dtDATEDELIVRANCE Date false  null
INFO 2017-06-04 14:09:34             lgSERVICEVISAID TServicesVisa true TServicesVisa 45
INFO 2017-06-04 14:09:34             strRESIDENCEACTUELLE String false  null
INFO 2017-06-04 14:09:34             dtDATEFINVALIDITE Date false  null
INFO 2017-06-04 14:09:34             strSERVICEDELIVRANCE String false  null
INFO 2017-06-04 14:09:34  t_depenses  - TDepenses - ID_DEPENSE strDESCRIPTION
INFO 2017-06-04 14:09:34             idDepense String false  null
INFO 2017-06-04 14:09:34             lgTYPEDEPENSEID TTypeDepense true TTypeDepense 74
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             strCREATEDBY String false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strUPDATEDBY String false  null
INFO 2017-06-04 14:09:34             intAMOUNT Double false  null
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             strREFFACTURE String false  null
INFO 2017-06-04 14:09:34  t_document  - TDocument - lg_DOCUMENT_ID null
INFO 2017-06-04 14:09:34             lgDOCUMENTID String false  null
INFO 2017-06-04 14:09:34             strPATHRECUPAIEMENT String false  null
INFO 2017-06-04 14:09:34             strPATHCOPIEPASSEPORT String false  null
INFO 2017-06-04 14:09:34             strPATHCERTIFICATVACCINATION String false  null
INFO 2017-06-04 14:09:34             strPATHRESERVATIONBILLET String false  null
INFO 2017-06-04 14:09:34             strPATHPHOTOIDENTITE String false  null
INFO 2017-06-04 14:09:34             strPATHLETTREINVITATION String false  null
INFO 2017-06-04 14:09:34             strPATHAUTORISATIONPARENT String false  null
INFO 2017-06-04 14:09:34             strPATHAUTORISATIONPARENTABSENT String false  null
INFO 2017-06-04 14:09:34             strPATHCONFIRRESERHOTEL String false  null
INFO 2017-06-04 14:09:34             strPATHCONFIRRESERHOTELTOURISME String false  null
INFO 2017-06-04 14:09:34             strPATHJUSTMOYENFINANCIER String false  null
INFO 2017-06-04 14:09:34             strPATHLETTREINVITATIONMISSION String false  null
INFO 2017-06-04 14:09:34             strPATHCONFIRRESERHOTElMISSION String false  null
INFO 2017-06-04 14:09:34             strPATHORDREMISSION String false  null
INFO 2017-06-04 14:09:34             strPATHCERTIFICATIONINSCRIPTION String false  null
INFO 2017-06-04 14:09:34             strPATHCERTIFICATSCOLARITE String false  null
INFO 2017-06-04 14:09:34             strPATHJUSTIFICATIFLOGEMENT String false  null
INFO 2017-06-04 14:09:34             strPATHJUSTIFICATIFBOURSE String false  null
INFO 2017-06-04 14:09:34             strPATHASSURANCEMALADIE String false  null
INFO 2017-06-04 14:09:34             strPATHAUTREDOCUMENT String false  null
INFO 2017-06-04 14:09:34             lgTYPEVISAID TTypeVisa true TTypeVisa 80
INFO 2017-06-04 14:09:34             lgORDERID TOrder true TOrder 32
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strPATHCONFIRRESERHOTELPRIVE String false  null
INFO 2017-06-04 14:09:34  t_documents_visa_arrivee  - TDocumentsVisaArrivee - lg_DOCUMENT_VISA_ARRIVEE_ID null
INFO 2017-06-04 14:09:34             lgDOCUMENTVISAARRIVEEID String false  null
INFO 2017-06-04 14:09:34             lgORDERID TOrder true TOrder 32
INFO 2017-06-04 14:09:34             lgTYPEVISATYPEDOCUMENTID TTypeVisaTypeDocument true TTypeVisaTypeDocument 81
INFO 2017-06-04 14:09:34             strCOMMENT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             strPATH String false  null
INFO 2017-06-04 14:09:34  t_duree_visa_sollicite  - TDureeVisaSollicite - lg_DUREE_VISA_SOLLICITE_ID null
INFO 2017-06-04 14:09:34             lgDUREEVISASOLLICITEID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             intPOS Integer false  null
INFO 2017-06-04 14:09:34  t_duree_voyage_sejour  - TDureeVoyageSejour - lg_DUREE_SEJOUR_ID null
INFO 2017-06-04 14:09:34             lgDUREESEJOURID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             intPOS Integer false  null
INFO 2017-06-04 14:09:34  t_event_log  - TEventLog - lg_EVENT_LOG_ID strDESCRIPTION
INFO 2017-06-04 14:09:34             lgEVENTLOGID String false  null
INFO 2017-06-04 14:09:34             matriculeEleve String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             strCREATEDBY String false  null
INFO 2017-06-04 14:09:34             strUPDATEDBY String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             strTABLECONCERN String false  null
INFO 2017-06-04 14:09:34             strMODULECONCERN String false  null
INFO 2017-06-04 14:09:34  t_groupe_code_visa  - TGroupeCodeVisa - lg_GROUPE_CODE_VISA_ID null
INFO 2017-06-04 14:09:34             lgGROUPECODEVISAID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             dtDATE Date false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34  t_groupe_code_visa_detail  - TGroupeCodeVisaDetail - lg_GROUPE_CODE_VISA_DETAIL_ID null
INFO 2017-06-04 14:09:34             lgGROUPECODEVISADETAILID String false  null
INFO 2017-06-04 14:09:34             lgGROUPECODEVISAID TGroupeCodeVisa true TGroupeCodeVisa 24
INFO 2017-06-04 14:09:34             lgCODEID TCodeVisa true TCodeVisa 9
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_language  - TLanguage - lg_Language_ID strDescription
INFO 2017-06-04 14:09:34             lgLanguageID String false  null
INFO 2017-06-04 14:09:34             strLocalCty String false  null
INFO 2017-06-04 14:09:34             strLocalLg String false  null
INFO 2017-06-04 14:09:34             strCode String false  null
INFO 2017-06-04 14:09:34             strDescription String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34  t_menu  - TMenu - lg_MENU_ID strVALUE
INFO 2017-06-04 14:09:34             lgMENUID String false  null
INFO 2017-06-04 14:09:34             strVALUE String false  null
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             intPRIORITY Integer false  null
INFO 2017-06-04 14:09:34             strStatus String false  null
INFO 2017-06-04 14:09:34             pKey String false  null
INFO 2017-06-04 14:09:34             lgMODULEID TModule true TModule 28
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_module  - TModule - lg_MODULE_ID strVALUE
INFO 2017-06-04 14:09:34             lgMODULEID String false  null
INFO 2017-06-04 14:09:34             strVALUE String false  null
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             intPRIORITY Integer false  null
INFO 2017-06-04 14:09:34             strStatus String false  null
INFO 2017-06-04 14:09:34             pKey String false  null
INFO 2017-06-04 14:09:34             strLink String false  null
INFO 2017-06-04 14:09:34             strIcone String false  null
INFO 2017-06-04 14:09:34             strIconehover String false  null
INFO 2017-06-04 14:09:34             strIconeout String false  null
INFO 2017-06-04 14:09:34             strLinkdefault String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_motif_voyage  - TMotifVoyage - lg_MOTIF_VOYAGE_ID null
INFO 2017-06-04 14:09:34             lgMOTIFVOYAGEID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_nature_passeport  - TNaturePasseport - lg_NATURE_PASSEPORT_ID null
INFO 2017-06-04 14:09:34             lgNATUREPASSEPORTID String false  null
INFO 2017-06-04 14:09:34             strLIBELLE String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             intPOS Integer false  null
INFO 2017-06-04 14:09:34  t_notification  - TNotification - lg_ID strDESCRIPTION
INFO 2017-06-04 14:09:34             lgID String false  null
INFO 2017-06-04 14:09:34             lgUSERIDIN TUser true TUser 82
INFO 2017-06-04 14:09:34             lgUSERIDOUT TUser true TUser 82
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             strCONTENT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             strTYPE String false  null
INFO 2017-06-04 14:09:34             strREFRESSOURCE String false  null
INFO 2017-06-04 14:09:34  t_order  - TOrder - lg_ORDER_ID null
INFO 2017-06-04 14:09:34             lgORDERID String false  null
INFO 2017-06-04 14:09:34             strTASK String false  null
INFO 2017-06-04 14:09:34             strORDERID String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_parameters  - TParameters - str_KEY strVALUE
INFO 2017-06-04 14:09:34             strKEY String false  null
INFO 2017-06-04 14:09:34             strVALUE String false  null
INFO 2017-06-04 14:09:34             strDESCRIPTION String false  null
INFO 2017-06-04 14:09:34             strSTATUT String false  null
INFO 2017-06-04 14:09:34             strISENKRYPTED String false  null
INFO 2017-06-04 14:09:34             strSECTIONKEY String false  null
INFO 2017-06-04 14:09:34             dtCREATED Date false  null
INFO 2017-06-04 14:09:34             dtUPDATED Date false  null
INFO 2017-06-04 14:09:34  t_partenaire  - TPartenaire - lg_PARTENAIRE_ID null
